,data,label
10,"나는 당신에게 무엇을 얻을 수 있습니까? 말보로 레드 원. 네. 여기 있습니다! 여기에 사장은 없습니까? 네, 선생님, 지금 여기 있지 않습니다. 무엇. 앞으로 잘 들어주세요. 여기 주머니에 돈을 모두 넣으십시오. 예? ? 왜 이것을 하자! ! 침묵하고 사람들이 오기 전에 가서 돈을 주워 버린다. . 나를 구해주세요. 네. 여기 있습니다. 이보다 빨리 말씀드립니다. 경찰에 도착하면 알 수 있습니까?",1
11,"오늘 도대체 무엇을 했니? 창고를 청소하고 바닥을 청소했습니다. 이것은 당신이 한 일입니까? 네, 최선을 다했습니다. 왜 이것을 복사하지 않았습니까? 미리 말하지 않았다. 아까도 말했지만 듣지 않았다. 당신은 귀입니까? 아니. 지금 해보겠습니다. 신선한 물을 얻으십시오. 나는 이것을 먹도록 말했다? 죄송합니다",2
12,"왜 나를 부른거야? 지우개를 훔쳤을 때 아이들 앞에서 우리 아이를 모욕했습니까? 그런 것도 아니고, 딸이 한두 번 훔친 것이 아니라, 몇번이나 훔친 것으로 확인되어 경찰에 신고하면 너무 심하다고 생각하고 분노했습니다. 아니, 그 뿔의 가게는 얼마입니까? 내 아이가 항상 그것을 훔친 것은 확실합니까? 네, 몇몇 아이들을 본 적이 있지만 확실히 끝났습니다. 내 아이는 울면서 학교를 떠났다. 이것을 준비하는 것이 좋았습니다. 우리 아이도 끌지 마세요. 우리 아이도 울면서 들어왔지만, 그냥 쓰러지지 말고 죽여 버립니다. 그렇게하지 마십시오. 나도 곤란했다. 나는 교육에 대해서 한마디만 말했다.",0
13,"형제! 형제! 돈이 있나요? 나 나? 당신의 형제 이외에 누가 여기 있습니까? 얼마나 있어요? 나. 나는 돈이 없다. 그러나. 왜 네 형제인가? 아, 잘생긴 형이야. 돈을 주면 때리지 않도록 다만 돈을 주는 많은 돈처럼 보인다. 정말 현금이 없습니다. 정말. 가자 지갑 주머니에 있습니다! 내 지갑을 검색할 수 있습니까? 알면 어떻게 합니까? 그냥 나에게주세요. 나는 정말로 그것을 가지고 있지 않다. 죄송합니다. 정말 지갑을 열었나요? 이거 말하는 것만으로 웃을까? 지갑에는 돈이 없습니다. 죄송합니다.",1
14,"김 사원 과장, 왜 그래? 오늘까지 제출해야 하는데 부탁해도 될까요? 예? 나도 할 일이 많이 있습니다. 아니요, 도와주세요. 당신도 할 수 없습니까? 나도 도와주고 싶지만 할 일이 많다. 너와 나는 얼굴을 맞추고 일해야한다. 당신은 그것을 처리할 수 있습니까? 예? 여유가 있다면 그렇게하지 마십시오. 합니다.",2
15,"이봐, 휴대폰을 빌려주세요. 아니. 지난달 휴대폰 요금이 너무 나오고 엄마가 화났다. 당신은 무엇을 알 수 있습니까? 조용히 전화하십시오. 전화를 주면 다시 낼까요? 예, 게임 캐시가 없어져 충전할 수 없습니다. 나에게 줘? 그냥 줘? 정말 다시 결제한 사실이 발각되면 폰을 빼앗길지도 모릅니다. 오, 오늘 왜 이런 말이 많은지 빨리 말해주세요.",1
16,조금 거기에 학생이야? 네가 나를 불렀기 때문에 누구이며 왜 나를 부르는 거야? 이걸 좋아하니? 정말 내 돈이 아니야.,1
17,"만원에게 얼마를 가져왔는가. 이봐, 이제 어떻게 새로운 전화를 구입할 수 있습니까? 그럼 열심히 두드리자, 두드리지 마! 그럼 내일까지 배로 만들어서 어떻게 해야 하나요? 오, 그건 당신이 생각해야합니다. 그것은 말하지 않는다.",1
18,"마침내 빛나지 않니? 팩 하나만 치는 아 씨발 왜 아픈가요? 빛나고 있기 때문에 두드렸다. 아직도 유지. 빛나고 열 수 있습니까? 무슨 말을 Get away 왜 그렇게 슬픈 친구 사이에 미친? 이봐, 빛나고있어. 이마가 매우 깨끗합니다.",3
19,"배 정수기의 양동이를 바꿀 수 있습니까? 나는 그것을 좋아하지 않는다. 물만 마시는 것은 아니지만 매번 물을 마시는 것은 나뿐이다. 저는 우리 부서에서 유일한 남성 직원입니다. 맞습니다. 저는 노동자가 아니라 직원입니다. 그렇게 할 수 없다고 말했습니까? 그렇지 않고 매번 양동이를 갈아입고 짐을 들고 다니는데 억울하네요. 나씨는 남사원이니까 우리의 여사원보다 제일 힘이 강해 밥도 많이 먹는군요? 그 정수기는 거의 사용하지 않습니다. 나와 함께 물을 가져가라. 하, 이 팀에 들어갈 수 있나요? 나를 괴롭히는가?",2
20,"당신은 민수라는 남자의 제자입니까? 네, 그렇습니다. 왜 그런거야? 우리 선생님에게 무슨 일이 있었는지 궁금한 적이 있습니까? 선생님의 신장 중 하나를 취하려고합니다. 네. ? 장난하지 마십시오. 너무 장난이 없습니까? 아, 내가 어려서 상황 판단을 할 수 없을지도 모르겠네요. 사진을 보내드립니다. ? 왜 이것을 하는가? 전해드립니다. 즉시 신고합니다. 신고 중이거나 위치를 알고 신고하셨습니까? 원하는 것이 있으면 최선을 다할 것입니다. 나를 해치지 마라, 선생님. 그럼 내가 말하는 것을 가져 가라. 그 후, 제대로 끝납니다.",0
21,"지난번 친구 지갑에서 돈을 훔쳤다. 왜 지금 그것을 꺼내? 이봐, 폭발하기 전에 나를 줘. 내가 왜 그것을 줄 필요가 모든 것을 날려? 소유자와 다른 모든 사람에게 가져온 돈? 얼마입니까? 만원만 주세요 지금은 만원이 없습니다. 폭발한다고 생각하십니까? 내일 드리겠습니다.",1
22,"생선 기름, 파리, 썩은 계란 냄새는 어디에서 왔습니까? 아마도 사람의 냄새는하지 않을 것입니다. 뭐라고 했니? 나는 욕에서 화가났다? 나에게 왜 이렇게 쳐다봐, 이 아이들, 너는 싫어",3
23,나를 그만둬. 이것은 스토킹입니다. 아직 헤어지지 않았다. 일방적으로 말했지만 나를 조금 넣어? 언제 당신을 괴롭혔습니까? 난 당신을 사랑하기 때문입니다. 우리집 비밀번호 어떻게 알았어? 들어가는 것을 본 남자 친구가 그렇게 보이지 않는다? 집에 다른 사람을 숨겼습니까? 아니오를 중지합니다. 사이코 패스의 의심 때문에 헤어졌습니까? 정신 질환? 올해라고 했니? 어딘가가 다리를 접지 않으면 바람을 피울 수 없다. 일로와,0
24,"여기. 가난! 당신의 집이 거기에 이타무라에 있다고 들었습니까? . 이타코무라란? 왜 집이 붕괴되는가? 거기 귀신의 집처럼 깨진? 젊은. 유령의 집은 무너지지 않는다. 그들의 집에는 천장에 구멍이 있어야합니다. 춥기 때문에 집에서 이불을 2 개 싸게합니다. 나는 얼어서 죽을 수 없었다. 나도 추운데 걱정하지 않아도 좋다. 뭐라고 말할 수 없는 소리? 난 친구야, 핫팩을 줄까? 춥다. 이런 일이 있다면 더 좋지 않을까요? 쿠키. 와서 걱정하세요. 엄청나다. 이전에 하나 가지고 있어 저녁까지 사용할 수 있습니다. 내일 사용하고 있던 것도 드릴 테니에 꼭 가지고 가 주세요. 준 후 손이 아프지만 어떻게해야합니까? 이누코 식이라는 자부심이 있습니까? 얼굴이 붉어질까? 그래도 거지가 되는 것을 피할 수는 없습니다.",3
25,"꿀, 생활비. 아이들에게 변명하지 마십시오! 나는 아무것도 입지 않는다. 거짓말을 하지 말고, 내 배는 매우 통통합니다. 그렇지 않고 생활비를 줘! 정말 아무것도 먹거나 사용하지 않습니다. 나를 믿어. 가서이 여자.",3
26,"조용히 살라고 말했는데, 이 아이는 간질이었다? 그것을 하지 마십시오. 너희들은 정말 잘못했어 나쁜 일이기 때문에 무엇을보고합니까? 당신은 경찰입니까? 경찰도 아닌 놈은 타인의 일에 끼어들지 않는다. 하지만 그렇지 않습니다. 아, 이 외골수의 아이야, 입술을 맞아도 정신을 지킬 수 없네. 아, 아직 뇌가 폭발할 정도로 타격을 받지 않았기 때문에 그런 것일까요? 제발. 여기서 그만두면 조용히 하고, 조용히 해도 상관없다.",0
27,"돈을 빌리면 상환합니다. 죄송합니다. 더 많은 시간을 주세요. 왜 내가? 나는 박애자의 의자인가? 나는 진지한 사업가입니다. 그것 밖에 없어, 정말. 그러면 적어도 그 정도는 주어야 한다. 다른 돈을 빌려 편하게 타겠다고 했니? 되돌아봐야 하고, 다음에 몸을 떼고 갚아야 하지만 이자가 너무 높다. 그럼 죄송합니다. 웃지마",1
28,"안녕하세요, 당신을 망치고 죽일 수 있도록 살펴보십시오. 칼로 찌르는 맛이라면 살려주세요. 살아있는 아이는 흥미롭지 않습니다. 나는 미친 사이코놈을 쏘고 목을 자른다.",0
29,"미친 남자 아이스크림을 먹을 수 있습니까? 먹을 수 없습니까? 종료하십시오. 당연하지 않다. 이봐, 닭 머리가 말하고 있어. 동물 농장에 가자. 학교 폭력으로 신고하기 전에 중지하십시오. 아, 무서워. 살아라. 저라면 아이스크림을 먹으면서 공부합니다. 그만! 이것으로 때린다.",3
30,"그리고 분위기가 고조되면 방해해서 죄송합니다. 누구입니까? 이 아이는 갑자기 똥에 흥분하지 마십시오. 그것. 어떻게? 우리 회사를 사랑 해요. 안녕하세요, 내가 하나의 실수를 한 것 같아서 용서하고 용서하고 용서해도 뭔가가 필요하다. 아내의 전화 번호는 무엇 이었습니까? 어떻게해야합니까?",1
31,"나를 따르는 아이인가? 나? 나는 너를 따르지 않는다. 그것이 내가 여기에 모든 사진을 가지고 있다는 것입니다. 나는 누구인지 모르기 때문에 한 번 찍어서는 안된다? 아니, 난 정말 아니에요. 조금 작다고합니다. 정말, 난 정말 아니에요. 나는 이런 곳에 가본 적이 없다. 이봐, 당신이 내 연인과 바람을 피웠다고 나에게 거짓말을하지 마십시오. 반드시 나와 비슷한 고안이 아닙니다. 이봐, 뭔가 해보자. 여러분, 부탁하지 말고 선생님께 말씀드립니다.",3
32,이런 식으로 내 전화를 무시하면 혼자가 아닐 것입니다. 무엇을 하시겠습니까? 곧 집에 가서 모두 가르쳐주세요. 정말? 지금 그만해. 당신은 나를 무시하고 해결책을 제시하지 않습니다. 내가 뭘하고 싶니? 곧 집으로 돌아가 아내에게는 좋지 않다고 말하십시오. 그럼 이혼했는데 아무 생각 없이 행동했나요? 정말 칼로 찢어져 죽여 버린다. 나도 가만히 없을 것이다. 이런 식으로 말하지 않으니 연락도 하지 않습니다.,0
33,"이봐, 고등학교에 배정되어 뭐하고 있니? 고등학교가 왜? 거기에 넣은 구리입니다. 아이들이 모든 머리를 갖고 있지 않거나 단지 일진이라고 들었지만, 나는 상관하지 않습니다. 어쨌든 공부는 좋지만 무엇이 문제가되지 않습니까? 고등학교에 가서 좋은 집에 살고 공부도 능숙한 친구를 많이 사귀는다.",3
34,"잘자. 아래에. 한숨을 쉬었습니까? 잘자. 뭐라고 부르지 않니? 아픈 사람은 아픈 사람이라고합니다. 아프다고 말하지 마십시오. 그런 말하지 마. 이 아이는 형에게 말을 걸고 있지만, 그는 대답합니까? 아 맞지 마세요.",3
35,"너는 내가 너를 보지 말라고 말했다. 죄송합니다. 만나지 못했습니다. 당신은 지금 응시하고 있습니다. 아니, 일부러 당신을 본 적이 없습니다. 왜 거짓말을 하는지 거짓말이 좋지? . 글쎄, 맞습니까? 죄송합니다. 무엇이 잘못되었나요? 반성 편지 쓰기",3
36,"당신은 몇 살이고 이것을 당신에게 말해야합니까? 죄송합니다. 기본적인 것이 설치되어 있지 않은 경우? 죄송합니다. 그 사과를 듣고 싶지 않습니다만, 제대로 해서는 안 됩니까? 다음부터는 제대로 합니다. 네, 정말 죄송합니다. 집에서 다시 교육을 받아야 합니다. 최근 문제가 많이 있습니다. 죄송합니다",2
37,"어이, 오늘은 지갑이 없었기 때문에 만원만 빌려주고, 내가 마지막으로 빌린 돈을 내게 주지 않았다. 내가 서두르기 때문이다. 즉시 드리겠습니다. 정말 힘들다. 한 번만 주면 더 이상 요청하지 않습니다. 정말 그만. 나는 너를 걱정하지 않는다.",1
38,"팀장, 오늘은 당직입니까? 하지만? 아, 스태프의 부모님이 아쉽다는 편지를 보내달라고 전 스탭에게 부탁해도 괜찮습니까? 그것은 서무의 일이 아닌가? 아, 그렇습니다만, 주말이므로 담당자를 만나요. 문자를 보낼 수 없습니다. 당신은 와서 그것을 할 것입니다. 예? 와 주셔서 보내주지 않았습니다 주말에 사무실까지 시간이 걸리므로 한 번만 보내주세요. 공무원은 말하지 않겠습니까? 오, 난 당신이 와서 그것을 보낼지 모르겠어요. 종료하십시오.",2
39,"내 사진을 프로필 사진에 합성한 이유는 무엇입니까? 이것은 왜 당신이 될 것입니다. 얼굴과 몸을 맞춘 이유는 무엇입니까? 얼굴만 조금 비슷해? 그렇게 일부러 나를 놀리려고 하는 거야? 그리고 다른 사람의 사진에서 이것을하는 것은 불법입니까? 아 그래 그래? 내가 이것을했다는 증거가 있습니까? 다른 사람이 내 휴대전화에서 했을 수도 있습니다. 그런 다음 사진을 삭제합니다. 아니요? ? 재미있는데 돼지 같은데 뭐야? 이봐, 돼지 얼굴에 돼지 몸을 붙이는 건 잘못인가? 무엇? 당신은 돼지입니까? 당신은 정말로 당신의 말을 숨겨야합니다. 돼지가 아니야? 걸을 때마다 중얼거립니다.",3
40,"나에게 주어, 나는 당신에게 그것을 나에게 묻지 않는다. 당신은 나에게 무엇을 제공합니까? 검색하고 나오면 주변을 둘러보고 나오지 않으면 어떻게 합니까?",1
41,"내 돈을 훔치지 않았다. 왜 돈을 훔쳐 사라졌는가? ? 지갑에 돈? 다른 곳에 쏟았을 것입니다. 하, 웃고 있지. 아, 도둑은 자랑스러워? ? 난 정말 아니에요. 당신은 같은 해에 손목을 부수어야합니다 다시 훔칠 수 없습니다? 난 정말 아니에요! ! ! 시끄럽고 큰 소리를 내지 마십시오. 손목이 부러지고 입이 막혔을 때만 조심하고 싶습니까?",0
42,"이봐, 조선 학생, 할 수 있니? 나를 부르셨습니까? 여기에 당신 이외의 사람이 있습니까? 그래도 직업이지만 좀 그렇네요 ㅠㅠ. 그렇다면 댓글을 달고 부르겠습니까? 당신의 일을 바르게 하십시오. 괜찮아. 은퇴 후 쓰레기는 나중에 거기에 버리십시오. 치료실이 너무 더럽습니다. 혼자서는 힘들다. 그렇다면 모든 연령대에 해야 하는가? 괜찮아. 버릴거야.",2
43,"이번에는 약속한 만큼 잃지 않았다? . 부족했다 아직 빠지지 않는 돼지, 어떻게 그렇게 빼지 않는 거야? 나도 시도했다. 나도 시도했다. 작동하지 않는 작업을 어떻게 수행합니까? 나도 그런 죽을 먹기로 했다. 돼지가 이상한 소리를 내는 곳은 어디입니까? 돼지가 아니라 열심히 하면 더 깨끗해질거야 돼지는 열심히 일하면 깨끗하다고 ​​말할 것입니다. 돼지가 예쁘다면 얼마나 귀여웠습니까? 돼지는 모두 동일합니다. 돼지가 아니기 때문입니다. 하지 마십시오. 동생이니까 부끄럽네요. 돼지, 돼지, 돼지, 나를 아는 것처럼 행동하지 마십시오. 난 당신이 형제를 미워",3
44,"아! 이런 식으로 운전하면 어떻게됩니까? 예? 무엇을 하시겠습니까? 그녀는 주차 도중 내 자전거를 쳤다. 무엇을 말하고 있는가? 차는 이렇게 주차장 안에 잘 들어갑니다. 이봐. 내 자전거는 이렇게 쓰러져 있습니다. 이모 차가 내 자전거를 들었어! 이런 말이 되지 않는 소리! 경찰을 부를 수 있지만, 여기는 다른 호텔 주차장입니다. 유익하게 관리하겠습니다. 하나? 어때? 지쳐서 그만둬. 그렇다면 경찰, 보험회사, 남편을 불러야 합니까? 다음 주부터 남편과 기차 운전도 잘 할 수 있다고 생각합니다. 이것은 완전한 사기꾼입니다.",1
45,이번에는 육아 휴직을 하려고 합니다. 확인하는 것은 너무 불공평하다고 생각합니다.,2
46,"안녕하세요, 재현 미친 새끼가 자신을 재현이라고 말하기 때문에 더럽습니다. 아래에. ? 이 아이, 나는 더 나빠졌다. 존 자체가 귀찮은 녀석이다. 녀석이 유감이다. 적당히 장난이 아닌, 이 재미있는 녀석이다. 나를 나쁜 사람으로 만드는가? 그리고 명령을 내는 당신은 누구입니까? 다소 적당하게 하십시오 내가 어떤 죄를 범했는지 계속 말합니다만 해 봅니다. 이 녀석은 미쳤다. 학교에서 보자.",3
47,"내 민호와 팔은 하나밖에 없다. 나를 괴롭히지 마라, 모두. 이봐, 뭐가 농담인가? 농담이 아니다. 이 똥을 검색하시겠습니까? 왜 갑자기 이봐, 너는 나를 화나게한다. 젠장, 농담이라고 생각한다. 이봐, 농담이 아니라고 여러 번 말해주세요. 다시 말해주세요. 다음에 널 죽일거야",3
48,"아, 괜찮다고 말할 때는 그만하자. 아버지는 나를 위해 이것을 샀다. 아니, 그냥 빌려. 빨리 벗으십시오. 오, 정말 할 수 없습니다. 이봐, 충분히 쉬워?",1
49,"이봐, 당신은 게임 팀의 살인자입니까? 네, 그렇습니다. 왜 불렀는데 초등학생도 이길 수 없을 정도로 키가 작습니다. 오빠가 햄버거를 사주니까 완전히 쉬고 집으로 돌아간다. 이봐, 혈맹 전쟁이었지만 너를 위해 망쳤어. 덕분에 우리의 랭킹이 하락했다고 생각하십니까? 기분이 좋습니까? 헐 아니야? 그는 게임과 현실을 구별할 수 없다. 그러니 방의 구석에 히키코모리처럼 살지 않습니까? 네, 가능한 한 계속 이야기합니다. 내가 말할 때까지 당신은 누구인지 모르겠지만 게임과 현실을 분리하십시오. 왜 사람들은 순위가 떨어지면 사람을 죽이는가? 나는 괜찮다. 말씀하신 대로 게임과 현실을 구별할 수 없기 때문에 게임처럼 죽여버립니다. 정말 빨리 죽었나요? 왜 이것을 하는가? 단지 게임뿐인데 다음부터 그렇게 하지 않는다. 더 높은 순위를하겠습니다. 먼저 그렇게 말하자마자 갔을 것인데. 사람의 자존심이 떨어지는 이유는? 그 게임에서 이 총으로 헤드샷 한번 맞으면 바로 쓰러질 수 있다고? 덕분에 진짜인지 테스트할 수 있었습니다. 이봐, 고마워. 감사합니다. 해보자. 총은 또 어디서 구했어? 빨리 내려 범죄자가 되나요?",0
50,"이봐, 다니던 아이가 잘 지내고 있다고 들었어? 네. 오빠, 저는 우리 학교에서 자주 사는 아이들 중 한 명입니다. 당신은 맞습니다. 어리석은 것도 제일 좋은 일을 해준다고 들었습니다. 예, 전화해 주세요. ! 오, 잠깐만 기다려, 형이 너를 봐. 그래, 나? 왜? ? 구토하지 않고 가 보면 알 수 있습니다. 나를 따라라. 놀아야 하는데 아무것도 없다. 지갑을 빌려주세요. 그렇게하지 마십시오. 돈이 없기 때문에 가방을 뒤에서 돈을 찾으면 엔으로 뺨을 맞는거야? 제대로 주시겠습니까? ?",1
51,최대대리는 이미 고기를 조금 빼야 한다. 그 사람은 매우 둔한 것 같습니다. 조금 사는 건 어때? 일도 제대로 하지 않는데 칼 던지는 것은 능숙하네요. 죄송합니다. 나는 운동하지 않는다.,2
52,"새우 버거 아 게스트, 새우 버거 대신 새우 치즈 버거가 될 수 있습니까? 아니, 말이 너무 많아! 아, 죄송합니다. 이름이 다르므로 확인 부탁드립니다. 그럼 무슨 뜻이야? 아, 말하자면! 받아 보면 먹기 어려운 것 같다는 것만 확인했습니다. 죄송합니다. 차이점은 무엇입니까! ! ! ! ! ! ! ! 아, 새우가 들어있는 것 같습니다만, 치즈도 들어 있기 때문에, 치즈를 뽑아 주실 수도 있습니다! ! ! ! ! ! ! ! ! ! ! ! ! ! ! 너무 말해서 죄송합니다.",3
53,"이봐, 손가락에 어떤 문제가 있습니까? ? 당신도 듣고 싶니? 왜 이해하지 못하는가? 무슨 말을 했니? 곧 사과하고 싶지 않아 왜 내가? 두지 말고 정말 무서워요.",3
54,아이언 아이? 안녕하세요! 여기! 카톡방을 나와서 왜 다시 초대할까요? 여기! 똥이라고 했니? ! 그는 많이 자랐습니다. 이 녀석은 아직 조심하지 않은 것 같다. 정말 화가났다. 그 아이는 바보에 대해 무엇이라고 말합니까? ! 계속 이것이라면 가만히 없어! 당신은 무엇을합니까? ! 당신은 무엇을합니까? ! 엄마 아빠에게 이런 어리석은 일을 하도록 하시겠습니까? !,3
55,"할아버지, 여기는 버스 안인데 환기가 좋지 않기 때문에 마스크 꼭 사용해 주세요. 저에게 편지를 쓰는 사람은 누구입니까? 나에게 무엇을 했니? 그럼에도 불구하고 지금 버스로 가면을 쓰지 않으면 낮추거나 벌금을 지불해야합니다. 그렇다면 지금 나를 쫓아낼 수 있는 사람이 있나요? 그럼 여기에서 내려주세요. 내리겠습니다. 공공 장소이므로 다른 사람을 피할 수 없습니다. 난 당신을 죽일 마스크를 준비합니까? 평생 사용하지 않도록 해준다. 그런 말 함부로 해서는 안됩니다. 아무리 나이가 많아도 원래 왜 내 신경을 만지는 거야? 지금은 이렇게 조용합니다만, 어렸을 때는 많이 돌았습니다. 오랜만에 힘을 조금 사용해야 한다. 협박하면 보고합니다. 마스크를 요청했다고 말하지 마세요. 내가 무슨 말을 하더라도 어떤 관계가 있는가? 그것은 실제로 나를 죽이지 않습니다. 오늘 저녁에 죽을 것 같았을 때에 신고할까라고 두근 두근했습니다.",0
56,"사진을 보세요. ""나는 추악하다. 진짜인데 뱉고 있다. 사진은 뭐야?"" 눈이 너무 작아서 모두 보고해줘 어떤 범죄로? 토지 메기, 정말 뭐야?",3
57,"당신은 돈이 많습니까? 돈을 빌리자. 당신은 그것을 상환하지 않습니다. 왜 빌려야 하는가? 오, 이 작은. 그럼 클리어? 아니. 이게 뭐야? 둘 다 싫어. 당신이 가진 모든 돈을 줘. 아니. 조금 빌려주세요. 알았어? 아래에. 믿을 수 없는",1
58,"오, 내 친구? 무슨 일이야? 오늘은 메이크했나요? 오, 잘 먹었어요. 무엇을 썼습니까? 아 이게 신작인가? 매우 깨끗합니다. 원해. 오, 그렇게 비싸지 않아? 별로 비싸지 않기 때문에, 단지 새롭게 사면 좋을까요? 글쎄? . 그것. 나에게주는 친구",1
59,"헤이걸! ! 나를 아십니까? ? 깨끗하지만 어디에 살고 있습니까? 나는 갈거야. 아, 비싸지 않아. 시체를 죽이고 나를 따르지 마십시오! ! 아, 그만해. 재미있는 것을 보여주세요. 팔로우하지 마세요! ! ! 존나 비싼! ! 나를 따라라! ! 이것을 넣어! ! ! ! !",3
60,"인재 씨, 회사는 좋습니까? 무슨 소리, 차장, 지난 주 사직을 고려하고 있다고 말하지 않았습니까? 인재를 자르고 싶은 확실히 내 마음을 아프고",2
