,data,label
13,"형제 ! 형제 ! 당신은 돈이 있습니까? 나 나 ? 당신의 형제 외에 누가 여기 있습니까? 내가 얼마나 가지고 있니? 나 . 난 돈이 없다 . 하지만 . 내가 왜 네 동생이야? 야, 잘생겨서 형이야. 돈 좀 주면 때리지 않을게 그냥 돈 좀 줘 많은 돈처럼 보인다. 정말 현금이 없어요. 정말 . 가자. 지갑 주머니에 있습니다! 내 지갑을 검색할 수 있습니까? 알게 되면 어떻게 할 건가요? 그냥 나에게 줘. 나는 그것을 정말로 가지고 있지 않다. 죄송합니다 . 내가 정말 지갑을 열었나? 내가 이 말만 하니까 웃기냐? 지갑에 돈이 없습니다. 죄송합니다.",1
14,"김사원 과장, 왜 그래? 오늘까지 제출해야 하는데 부탁드려도 될까요? 예 ? 저도 할 일이 많습니다. 아니요, 도와주셨으면 합니다. 당신도 할 수 없습니까? 저도 돕고 싶지만 할 일이 많습니다. 당신과 나는 얼굴을 맞대고 일해야 합니다. 당신은 그것을 처리할 수 있습니까? 예 ? 당신이 그것을 감당할 수 있다면, 그것을하거나하지 마십시오. 나는 그것을 할 것이다.",2
15,"야, 핸드폰 빌려줘. 아니요. 지난달에 휴대폰 요금이 너무 많이 나와서 엄마가 혼났어요. 당신은 무엇을 알 수 있습니까? 닥치고 전화 좀 줘. 폰 주면 또 내는거 맞죠? 네, 게임 캐시가 다 떨어져서 충전이 안되네요. 나에게 줄래? 그냥 주실래요? 정말 한 번 더 결제한 사실이 발각되면 폰을 빼앗길지도 몰라요. 아 오늘 왜이렇게 말이 많은지 바로 알려줘 제발 .",1
16,잠깐만 거기 학생 예 ? 당신은 나를 불렀습니까 그래서 당신은 누구이고 왜 나를 부르나요? 이거 좋아하세요 ? 그건 정말 내 돈이 아니야,1
17,"만 원에 얼마를 가지고 왔느냐. 이봐, 이걸로 어떻게 새 전화를 살 수 있니? 그럼 최선을 다해 때리자, 제발 때리지 마! 그럼 내일까지 배로 만들어서 어떻게 하면 될까요? 오, 그건 당신이 생각해야 할 것입니다. 그것은 말도 안돼.",1
18,"야 이마 빛나잖아 응? 야 퍽 하나만 치자 아 씨발 왜 아팠어? 빛나고 있기 때문에 두드렸다. 여전히 유지. 빛나고 열리나요? 무슨 소리야 Get away 왜 그리 슬퍼 친구 사이 야 너 미쳤어? 이봐, 빛나. 이마가 너무 예쁘세요.",3
19,"나씨 정수기의 물통을 바꿔줄 수 있나요? 나는 그것을 좋아하지 않는다. 물만 마시는 건 아니지만 매번 물을 마시는 건 나뿐이다. 나씨는 우리 부서에서 유일한 남자 직원이다. 맞다, 나는 노동자가 아니라 직원이다. 그래서 못한다고 하던데요? 그런게 아니라 매번 물통 갈아주고 짐 들고 다니는데 억울하네요. 나씨는 남사원이니까 우리 여사원들보다 제일 힘이 세고 밥도 많이 먹겠죠? 그 정수기는 거의 사용하지 않아요. 나는 나와 함께 물을 가져옵니다. 하, 내가 이 팀에 계속 들어갈 수 있을까? 나를 괴롭힐 건가요?",2
20,"당신은 민수라는 남자 제자입니까? 예, 맞습니다. 왜 그런 겁니까? 우리 선생님에게 무슨 일이 일어났는지 궁금한 적이 있습니까? 선생님의 신장 중 하나를 가져가려고 합니다. 예 . ? 장난치지마. 너무 장난치는 거 아니야? 아, 제가 어려서 상황판단을 못 하는 것일 수도 있겠네요. 사진을 보내드립니다. ? 왜 이런 짓을하는? 신고하겠습니다. 바로 신고하겠습니다. 신고했거나 위치를 알고 신고했습니까? 저에게 원하는 것이 있다면 최선을 다하겠습니다. 저를 해치지 마세요, 선생님. 그럼 내가 말하는 걸 가져오세요. 그럼 깔끔하게 끝납니다.",0
21,"저번에 친구의 지갑에서 돈을 훔쳤습니다. 왜 그걸 지금 꺼내는거야? 이봐, 터지기 전에 나 좀 줘. 내가 왜 줘야해 다 날려버릴거야? 주인과 다른 모든 사람들에게 가져간 돈? 얼마입니까? 만원만 주세요 저 지금 만원 없어요. 터질 것 같아? 내일 줄게.",1
22,"생선 기름, 파리, 썩은 계란 냄새는 어디에서 왔습니까? 아마 사람 냄새가 나지 않을 것입니다. 뭐라고 하셨나요? 내가 욕먹어서 화났어? 나한테 왜이렇게 시시해, 이 새끼들, 넌 싫어",3
23,저를 그만 따라주세요 제발. 이것은 스토킹입니다. 나는 아직 헤어지지 않았다. 일방적으로 말씀하셨는데 저 좀 놔주시겠어요? 내가 언제 너를 괴롭혔니? 내가 당신을 사랑하기 때문입니다. 우리집 비밀번호 어떻게 알았어? 들어가는거 봤어 남자친구가 그렇게 못보이냐? 집에 다른 남자를 숨겼을까요? 아니오를 중지하십시오. 사이코패스 의심 때문에 헤어졌나요? 정신 질환? 올해라고 하던가요? 어디선가 다리를 부러뜨려야 바람을 피울 수 없다. 일로와,0
24,여기요 . 가난한 ! 당신 집이 저기 판자촌에 있다고 들었어요? . 판자촌이란? 저기 왜 집들이 다 무너져내려? 거기 유령의 집처럼 다 허물어졌어? 어린 . 유령의 집은 무너지지 않는다. 그들의 집에는 천장에 구멍이 있어야 합니다. 추우니까 집에서 이불 두 개를 싸야겠어요. 나는 얼어 죽지 않을 수 있었다. 나도 추운데 니 걱정은 안 해도 돼. 무슨 말도 안되는 소리야? 거지친구야 핫팩 줄까? 추워. 이런게 있으면 더 좋지 않겠어요? 꽥꽥 . 와서 배려하십시오. 엄청난 . 예전에 하나 가지고 있어서 저녁까지 쓸 수 있어요. 내일 쓰던 것도 드릴테니 꼭 가져가세요. 주고 나서 손이 아픈데 어떻게 해야 할까요 ? 개자식이라는 자부심이 있습니까? 얼굴이 빨개지나요? 그렇더라도 거지가 되는 것을 피할 수는 없습니다.,3
25,"여보, 생활비 주세요. 아이들에게 변명하지 마세요! 나는 아무것도 입지 않는다. 거짓말 하지마, 내 배는 아주 통통해. 그러지 말고 생활비 좀 줘! 나는 정말로 아무것도 먹거나 사용하지 않습니다. 날 믿어. 가버려, 이 여자.",3
26,"조용히 살라고 했는데 이 새끼가 간지러워? 그거 하지마 . 너희들 진짜 잘못했어 야 내가 그랬어도 니가 뭔데 그런 소리해? 나쁜 일이기 때문에 무엇을 보고합니까, Mane. 너 경찰이야 어? 경찰도 아닌 놈은 남의 일에 끼어들지 않는다. 하지만 그게 아닙니다. 아, 이 외골수 새끼야, 입술을 맞고도 정신을 차리지 못하는군. 아, 아직 뇌가 폭발할 정도로 타격을 받지 않아서 그런 걸까요? 제발 . 여기서 그만하면 조용히 할게 야, 조용히 해도 상관없어.",0
27,"돈을 빌렸으면 갚아야죠. 죄송합니다. 시간을 좀 더 주세요. 어째서 내가? 나는 박애주 의자입니까? 나는 진지한 사업가입니다. 그것밖에 없어요, 정말. 그럼 최소한 그 정도는 줘야지. 남의 돈 빌려서 편하게 타겠다고 하셨죠? 돌아다녀야 하고 그다음에 몸을 떼고 갚아야 하는데 이자가 너무 비쌉니다. 그럼 미안할 땐 빌려서 지금 받는 거지? 웃기지마 내가 받아줄게",1
28,이리와서 널 토막내서 죽여줄게 제발 살려줘 아니 그냥 네 장난감들 가지고 놀고 싶어서 이러는거야 멈춰서 네 몸장난감들 아주 잘 가지고 놀아봐 왜 이 칼을 들고 가니 . 칼로 찌르는 맛이면 살려줘. 살아있는 아이는 재미가 없습니다. 저 미친 싸이코놈을 쏴버려 목을 베겠어,0
29,"미친놈아 아이스크림 먹어도 돼? 나는 그것을 먹을 수 없습니까? 그만해요 . 당연히 아니지. 이봐, 닭 머리가 말하고 있어. 동물농장으로 갑시다. 학교폭력으로 신고하기 전에 멈춰주세요. 아 무서워요 살려주세요 가버려. 저라면 아이스크림 먹으면서 공부하겠습니다. 멈추다 ! 이래서 때리는구나",3
30,"와, 분위기가 한창일 때 방해해서 죄송합니다. 누구세요 ? 이 새끼 갑자기 똥사장님 흥분하지마 내가 이 여자 동생 될 사람인데 아쉽게도 아직 한 살도 안됐어 뭐야? 저것 . 어떻게에 대한 ? 우리 회사 사랑해요 푸하하하 이 사람 재밌는 사람이에요 전 . 이봐, 내가 한 가지 실수를 한 것 같으니 용서해, 용서해, 용서해, 하지만 뭔가가 필요해. 아내의 전화번호는 무엇이었습니까? 어떻게 합니까",1
31,"당신은 나를 따라하는 아이입니까? 나 ? 나는 당신을 따르지 않습니다. 그것이 내가 여기에 모든 사진을 가지고 있는 것입니다. 내가 누군지 모르니 한 번 찍어봐야 정신 차리겠어? 아니 난 정말 아니야 이건 내가 아니야 아기에게 무슨 일이야? 조금 작다고 합니다. 정말로, 나는 정말로 아니다. 나는 이런 곳에 가본 적이 없다. 이봐, 네가 내 애인과 바람을 피웠다고 나에게 거짓말하지 마. 꼭 저랑 닮은 고앤이 아닙니다. 이봐, 뭔가를 다시 해보자. 얘들아 제발 이러지 마 선생님께 말씀드리겠습니다.",3
32,"계속 이렇게 내 전화를 무시한다면, 나는 혼자가 아닐 것이다. 무엇을 할 건가요? 당장 너희 집에 가서 다 말해줄게. 정말? 이제 그만하세요. 당신은 계속 나를 무시하고 해결책을 제시하지 않습니다. 내가 무엇을 하기를 원하세요? 당장 집에 가서 아내에게 좋지 않다고 말하세요. 그러다가 이혼했는데 별 생각 없이 행동했나요? 정말 칼로 찢고 죽여버리겠다. 나도 가만히 있지 않을 것이다. 이런 식으로 얘기하는 게 아니니까 연락도 안 해요.",0
33,"야, 고등학교에 배정되서 뭐해? 고등학교가 왜 저러지? 거기에 넣은 구리입니다. 애들이 다 돌머리 아니면 그냥 일진이라고 들었는데 난 상관없어. 암튼 공부는 잘하는데 뭐가 문제가 되지? 고등학교에 가서 좋은 집에 살며 공부도 잘하는 친구들을 많이 사귀겠다.",3
34,"야 손병신. 아래에 . 한숨 쉬셨나요? 야 손병신. 뭐라고 부르지 마? 아픈 사람은 아픈 사람이라고 합니다. 야 아프다고 하지마 손에 묻은 똥 어떻게 닦아? 그런 말 하지마. 이 자식이 형에게 말을 걸고 있는데, 그가 대답하고 있습니까? 오 때리지마 으휴 멍청아!",3
35,"당신은 내가 당신을 보면 안된다고 말했다. 미안하지만 당신을 보지 못했습니다. 당신은 지금 응시하고 있습니다. 아니, 일부러 널 쳐다본 게 아니야. 왜 거짓말을 하니 거짓말이 나쁜거야? . 좋아 그럼 맞아야지 ? 죄송합니다. 무엇이 잘못되었나요? 반성의 편지를 쓰겠습니다",3
36,"당신은 몇 살이고 이것을 당신에게 말해야합니까? 죄송합니다. 기본적인 것들이 설치되어 있지 않다면? 죄송합니다 . 그 사과를 듣고 싶지 않은데 제대로 하면 안 될까요? 다음부터는 제대로 하겠습니다. 네, 정말 죄송합니다. 집에서 다시 교육을 받아야 합니다. 요즘 문제가 많습니다. 죄송합니다",2
37,야 오늘 지갑 안가져왔으니까 만원만 빌려줘 당신은 내가 지난번에 당신에게 빌린 돈을 나에게 주지 않았습니다. 제가 급하기 때문입니다. 바로 드리겠습니다. 정말 힘들어요. 한 번만 주면 다시는 요구하지 않겠습니다. 정말 그만해. 나는 당신을 귀찮게하지 않습니다.,1
38,"팀장님, 오늘 당직이세요? 하지만 ? 아, 직원들 부모님이 아깝다는 문자를 보내달라고 전 직원에게 부탁해도 될까요? 그게 서무가 하는 일 아닙니까? 아 그렇긴 한데 주말이라 담당자에게 여쭤봅니다. 문자를 보낼 수 없습니다. 당신은 와서 그것을 할. 예? 오셔서 보내주시지 못하셨나요 주말이고 사무실까지 시간이 좀 걸리니 한번만 보내주세요. 공무원이 할말아닌가요? 오, 나는 당신이 와서 그것을 보낼지 모르겠습니다. 끊으세요.",2
39,"내 사진을 프로필 사진에 합성한 이유는 무엇입니까? 이게 왜 당신이야 맞아요. 얼굴과 몸을 합친 이유가 뭔가요? 얼굴만 살짝 닮음? 뜬금없이 일부러 날 놀리려고 이러는거야? 그리고 다른 사람의 사진으로 이렇게 하는 것이 불법인가요? 아 예 예 그래서 ? 내가 이 일을 했다는 증거가 있습니까? 다른 사람이 내 휴대폰으로 한 것일 수도 있습니다. 그런 다음 사진을 삭제하십시오. 아니요 ? ? 웃긴데 돼지 같긴 한데 뭐? 이봐, 그리고 돼지 얼굴에 돼지 몸을 붙이는 게 잘못이야? 무엇 ? 당신은 돼지입니까? 당신은 정말로 당신의 말을 숨길 필요가 있습니다. 너 돼지 아니야? 걸을 때마다 투덜거립니다.",3
40,"나에게 줘, 나는 당신에게 그것을 나에게 요구하지 않습니다. 당신은 나에게 무엇을 제공합니까? 검색해서 나오면 주위를 둘러보고, 안나오면 어떡하지?",1
41,"내 돈 훔쳤어 아니. 내가 왜 네 돈 훔치고 사라졌어? ? 지갑에 돈? 다른 곳에 쏟았을 텐데, 난 아니야. 하, 웃고 있구나. 오, 도둑이 자랑스럽게 알아차리나요? ? 난 정말 아니에요. 너 같은 년은 손목을 부러뜨려야 다시는 훔칠 수 없지, 그렇지? 난 정말 아니에요! ! ! 시끄럽다고 큰 소리 내지 마세요. 손목이 부러지고 입이 막힐 때만 정신을 차리고 싶습니까?",0
42,"어이, 조선 학생, 할 수 있니? 저를 부르셨나요? 여기 당신 말고 다른 사람이 있나요? 그래도 직업이기는 하지만 좀 그렇네요 ㅠㅠ . 그럼 존댓말로 불러드릴까요? 당신의 일을 올바르게 하십시오. 괜찮은 . 퇴근 후에 쓰레기는 나중에 거기에 버리세요. 치료실이 너무 더럽습니다. 혼자 하기에는 너무 힘듭니다. 그럼 다 늙었을 때 해야 할까요? 괜찮은 . 버릴거야",2
43,"이번엔 약속한 만큼 잃지 않았어? . 부족했어 아직도 못 뽑겠어 돼지야, 어떻게 그렇게 안 뽑을 수 있어? 나도 시도했다. 나도 시도했다. 작동하지 않는 작업을 어떻게 수행합니까? 나도 그런 죽을 먹기로 했다. 돼지가 이상한 소리를 내는 곳은 어디입니까? 난 돼지가 아니야 노력하면 더 예뻐질거야. 돼지는 열심히 일하면 예쁘다고 하잖아요. 돼지가 예쁘면 얼마나 예쁠까? 돼지는 다 똑같습니다. 돼지가 아니기 때문입니다. 하지마. 동생이라 부끄럽습니다. 돼지, 돼지, 돼지, 나를 아는 것처럼 행동하지 마십시오. 나는 당신이 형제를 싫어",3
44,"아! 이렇게 운전하면 어떻게 합니까? 예 ? 뭐하세요 ? 그녀는 주차 중에 내 오토바이를 쳤다. 무슨 얘기를 하는 건가요 ? 차는 이렇게 주차선 안으로 잘 들어갑니다. 이봐 . 내 오토바이가 이렇게 쓰러져 있습니다. 이모의 차가 내 오토바이를 들이받았다! 이런 말도 안되는 소리! 경찰을 부를 수 있지만 여기는 또 다른 호텔 주차장입니다. 저렴하게 관리해드립니다. 하나 ? 어때? 헛소리 그만해. 그럼 경찰, 보험회사, 남편을 불러야 할까요? 다음주부터는 남편이랑 기차운전도 잘 할 수 있을 것 같아요. 이것은 완전한 사기꾼입니다.",1
45,이번에는 육아휴직을 하려고 합니다. 있는지 확인하는 것은 너무 불공평하다고 생각합니다.,2
46,"야 재형아 미친새끼가 자기를 재형이라고 하니까 더럽다 하. 아래에 . ? 이 자식아, 나 기분 더 나빠졌어. 존 자체가 귀찮은 놈이야 재형이가 보고 개새끼라고 하지 않는다. 놈이 안타깝다. 적당히 장난치자 아니, 이 웃긴 놈아. 나를 나쁜 사람으로 만드는 건가요? 그리고 명령을 내리는 당신은 누구입니까? 야 적당히해라 내가 무슨죄를 지었냐 계속 말하지만 해볼만 합니다. 이 놈은 미쳤다. 학교에서 보자.",3
47,"야 우리 민호 나 팔이 하나밖에 없어. 날 놀리지 마, 얘들아. 이봐, 무슨 농담이야? 농담이 아냐. 이 똥구멍을 검색하시겠습니까? 왜 갑자기 이봐, 당신은 나를 화나게. 젠장, 농담하는 것 같아. 이봐, 농담이 아니라고 몇 번 말해줘. 한 번 더 말해줘. 다음에 널 죽일거야.",3
48,"야, 좋은 말 할 땐 그만둬. 아빠가 저를 위해 이걸 사주셨어요. 아니, 그냥 빌릴게. 빨리 벗고 가십시오. 아, 정말 못하겠어요. 이봐, 내가 충분히 쉬운가요?",1
49,"이봐, 당신은 게임 팀 킬러입니까? 네 맞아요 뭐야 왜 불렀는데 초등학생도 이길 수 없을 정도로 키가 작다. 형이 햄버거 사줄테니까 푹 쉬고 집에 가. 이봐, 혈맹 전쟁이었는데 너 때문에 망했어. 당신 덕분에 우리 클랜 순위가 하락했다고요? 기분이 좋은가요? 헐 그거때문 아닐까요? 그는 게임과 현실을 구분하지 못한다. 그래서 방구석에서 히키코모리처럼 살고 있지 않습니까? 네, 할 수 있을 때 계속 얘기하세요. 내가 말할 수 있을 때까지는 당신이 누군지 모르지만 게임과 현실을 분리해 주세요. 왜 사람들은 순위가 떨어진다고 사람을 죽입니까? 난 괜찮아 내가 똑똑해서 거기에 올렸는데 니가 다 망쳤으니 니가 책임져야지. 말씀하신대로 게임과 현실 구분이 안되서 게임처럼 죽여버리겠습니다. 정말 바로 죽나요? 왜 이런 짓을하는? 그냥 게임일 뿐인데 다음부터 그러지 않겠다. 더 높은 순위를 드리겠습니다. 처음에 그렇게 말했으면 바로 넘어갔을 텐데. 사람의 자존감이 떨어지는 이유는? 저 게임에서 이 총으로 헤드샷 한번 맞으면 바로 쓰러진다고? 덕분에 진짜인지 테스트할 수 있었습니다. 이봐, 고마워. 감사합니다. 어서 해봐요 . 총은 또 어디서 구했어? 빨리 내려놔 범죄자 될래?",0
50,"야, 지나가던 애가 잘 지내고 있다는 소리 들었어? 예 . 형님, 저는 우리 학교에서 잘 사는 아이들 중 한 명입니다. 네가 옳아 . 어리석어도 제일 좋은 것을 주겠다고 하셨습니다. 네, 전화주세요. ! 야, 잠깐만, 내 형이 널 보게 해줘. 그래 나? 왜 ? ? 뱉지말고 가보면 알게 될거야. 나를 따르라. 놀아야 하는데 아무것도 없어요. 지갑을 빌려주세요. 이러지 마. 나는 돈이 없다. 그래서 가방을 뒤져 돈을 찾으면 원으로 뺨을 맞는다? 제대로 줘 나한테 줄래? ?",1
51,최대대리는 이제 살을 좀 빼야 한다. 그 사람은 너무 둔해 보인다. 살 좀 빼는 건 어때? 일도 제대로 안하는데 칼 던지는건 잘하시네요. 죄송합니다. 나는 운동하지 않습니다.,2
52,"새우버거 아 손님, 새우버거 대신 새우치즈버거로 해주시겠어요? 아니, 할 말이 너무 많아! 아 죄송합니다. 이름이 달라서 확인 부탁드립니다. 그래서 무슨 뜻이야? 줘, 말하는 대로 줘! 받아보니 먹기 불편할 것 같다는 것만 확인했습니다. 죄송합니다 아 차이가 뭐에요! ! ! ! ! ! ! ! 아 새우가 들어있는거 같은데 치즈도 들어있으니 치즈 빼서 주셔도 됩니다! ! ! ! ! ! ! ! ! ! ! ! ! ! ! 너무 많이 말해서 미안해, 멍청아.",3
53,"이봐, 손가락에 무슨 문제가 있니? ? 너도 귀머거리니? 왜 당신은 이해하지 못합니까? 너 방금 뭐라고 했어? 당장 사과하고 싶지 않은데 왜 나야? 놓지 않을게 정말 무섭다 가버려",3
54,아이언 아이? 안녕 ! 여기요 ! 카톡방 나갔다가 왜 다시 초대해? 여기요 ! 똥이라고 했어? ! 그는 많이 성장했습니다. 이 놈은 아직 정신을 차리지 못한 것 같다. 정말 화가 납니다. 그 새끼는 바보에 대해 뭐라고 말합니까? ! 계속 이러면 가만히 있지 않겠어! 당신은 무엇을 할 건가요? ! 당신은 무엇을 할 건가요! ! 엄마 아빠에게 이런 바보 같은 짓을 하라고 할 건가요? !,3
55,"할아버지, 여기는 버스 안인데 환기가 잘 안 되니까 마스크 꼭 쓰세요. 나에게 편지를 쓰는 당신은 누구입니까? 나한테 무슨 짓을 한거야? 그게 아니고 이제 버스에서 마스크를 안쓰면 내리거나 벌금을 내야합니다. 그래서 당신은 지금 나를 쫓아낼 수 있는 사람이 있습니까? 그럼 여기서 내리세요. 내가 내려줄게. 공공장소이기 때문에 다른 사람을 피할 수 없습니다. 내가 당신을 죽일 것입니다 마스크를 준비 하시겠습니까? 평생 못쓰게 해줄게 . 그런 말 함부로 하시면 안됩니다 . 아무리 나이가 많아도 애초에 왜 내 신경을 건드리는거야? 지금은 이렇게 조용하지만 어렸을 때는 많이 돌아다녔어요. 오랜만에 힘을 좀 써야겠다. 협박하면 신고하겠습니다. 내가 마스크를 요청했다고 말하지 마십시오. 내가 무슨 말을 하든 무슨 상관이야? 그것은 실제로 나를 죽이지 않을 것입니다. 오늘 저녁에 죽을 것 같다는 생각이 들었을 때 신고를 할까 말까 두근거렸습니다.",0
56,"사진을 봐. ""나 못생겼어. 사실인데 토하고 있어. 사진이 뭐야?"" 눈이 너무 작아서 다 신고합니다 . 무슨 범죄로? 땅 메기, 그것은 정말로 무엇입니까?",3
